price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury
3.0,3.0,175.0,0.0,2.0,1.27,3.0,3.0,3+,1400.0,0,0,0,0,1,2
2.0,2.0,98.0,0.0,2.0,1.35,2.0,2.0,2,1050.0,0,0,1,0,0,2
0.0,3.0,149.0,0.0,3.0,1.95,4.0,4.0,2,1608.0,0,0,0,0,0,2
1.0,3.0,170.0,0.0,1.0,1.3,2.0,2.0,3,1184.0,1,0,0,0,0,2
3.0,0.0,80.0,1.0,0.0,0.45,1.0,1.0,0,936.12,0,0,0,0,0,2
0.0,3.0,177.0,0.0,2.0,0.21,1.0,1.0,1,302.0,0,0,0,0,0,2
0.0,2.0,74.0,0.0,0.0,0.8,3.0,2.0,0,1240.0,0,0,0,0,0,2
1.0,3.0,175.0,0.0,3.0,1.78,4.0,4.0,3+,1650.0,0,0,0,0,0,2
2.0,3.0,169.0,0.0,3.0,0.9,3.0,3.0,2,1485.0,0,0,0,0,0,2
2.0,3.0,77.0,0.0,3.0,3.65,3.0,4.0,3+,2241.6,0,1,0,0,0,0
1.0,3.0,60.0,0.0,1.0,0.55,2.0,2.0,0,1050.0,0,0,0,0,0,2
2.0,3.0,177.0,0.0,0.0,0.75,3.0,2.0,2,1261.0,0,0,0,0,0,2
1.0,0.0,125.0,0.0,3.0,1.85,3.0,3.0,1,1399.1347776,0,0,1,1,0,2
1.0,3.0,169.0,0.0,2.0,1.31,2.0,2.0,2,1640.0,0,1,0,0,0,2
2.0,4.0,78.0,0.0,3.0,2.37,4.0,4.0,3+,1600.0,1,0,0,0,0,2
2.0,3.0,160.0,0.0,0.0,1.65,3.0,3.0,0,1814.982,0,0,0,0,0,2
3.0,2.0,125.0,0.0,1.0,1.9,3.0,3.0,3,1400.0,0,0,0,0,1,0
1.0,3.0,144.0,0.0,2.0,1.3,2.0,2.0,2,631.0,1,0,0,0,0,2
2.0,4.0,169.0,0.0,1.0,1.8,3.0,3.0,3,127.3,0,0,0,0,0,2
1.0,0.0,173.0,0.0,3.0,1.55,3.0,2.0,3,1240.0,0,0,1,0,0,0
1.0,0.0,164.0,0.0,1.0,0.75,2.0,2.0,2,1257.0,0,0,0,0,0,2
3.0,1.0,173.0,0.0,1.0,0.95,2.0,2.0,2,1103.0,1,1,0,0,0,2
1.0,3.0,152.0,0.0,1.0,0.85,2.0,2.0,2,744.0,0,0,0,0,0,0
1.0,1.0,181.0,0.0,2.0,0.3,2.0,1.0,2,553.0,0,0,0,0,0,2
2.0,4.0,170.0,0.0,1.0,0.45,2.0,2.0,1,573.500592,0,0,0,0,0,2
3.0,1.0,190.0,1.0,0.0,0.85,3.0,2.0,2,1119.04,0,0,0,0,0,2
3.0,2.0,120.0,0.0,0.0,2.0,3.0,3.0,2,1320.0,0,1,0,0,0,1
3.0,3.0,152.0,1.0,3.0,1.04,3.0,3.0,3+,1450.0,0,0,0,0,1,0
0.0,0.0,88.0,0.0,2.0,0.98,2.0,2.0,3,1132.0,0,0,0,0,0,2
3.0,2.0,74.0,1.0,0.0,2.5,5.0,4.0,3,1398.8,0,0,1,0,0,2
2.0,1.0,155.0,0.0,0.0,1.0,2.0,2.0,2,1300.0,0,0,0,0,0,2
1.0,3.0,168.0,0.0,2.0,2.28,4.0,4.0,3+,2600.0,0,1,0,0,0,2
3.0,4.0,20.0,0.0,0.0,1.3,3.0,3.0,2,1152.0,0,0,0,0,0,2
1.0,3.0,76.0,0.0,3.0,5.25,4.0,6.0,3+,3600.0,0,1,0,0,0,0
1.0,3.0,147.0,0.0,2.0,1.4,2.0,2.0,2,860.0,1,0,0,0,1,2
1.0,3.0,175.0,0.0,2.0,1.15,3.0,3.0,3+,1544.0,0,1,0,1,0,2
1.0,0.0,154.0,0.0,1.0,4.0,4.0,5.0,2,2324.0,0,1,0,0,0,2
2.0,4.0,144.0,0.0,1.0,2.33,2.0,2.0,3,1008.8,0,0,0,0,0,0
3.0,3.0,173.0,0.0,0.0,0.42,2.0,2.0,2,680.0,0,0,0,0,0,2
2.0,3.0,169.0,0.0,3.0,1.2,2.0,2.0,3+,1148.0,0,0,1,0,0,2
1.0,3.0,169.0,0.0,1.0,1.05,2.0,2.0,3,1312.0,0,0,0,0,1,2
3.0,3.0,167.0,0.0,1.0,1.19,2.0,2.0,3,1640.0,0,0,0,0,0,2
3.0,4.0,105.0,0.0,1.0,1.65,2.0,2.0,3,1151.0,0,0,0,0,0,2
2.0,3.0,71.0,0.0,0.0,0.7,2.0,2.0,2,1505.053,0,0,0,0,0,2
3.0,2.0,124.0,1.0,0.0,8.4,4.0,4.0,3,3240.0,0,1,0,1,0,0
3.0,3.0,59.0,0.0,0.0,0.55,3.0,2.0,1,850.0,0,0,0,0,0,2
2.0,1.0,177.0,0.0,1.0,1.0,4.0,4.0,3,1616.0,0,0,0,0,0,2
2.0,1.0,160.0,0.0,1.0,1.85,3.0,4.0,3+,1720.0,0,1,0,0,0,2
2.0,3.0,146.0,0.0,3.0,3.05,3.0,4.0,2,1875.0,1,1,0,0,0,0
3.0,0.0,65.0,0.0,0.0,1.2,2.0,2.0,3,1138.4,0,0,0,0,0,2
3.0,0.0,138.0,0.0,0.0,0.38,2.0,2.0,2,850.0,0,0,0,0,0,2
2.0,0.0,170.0,0.0,2.0,1.54,4.0,4.0,3+,1891.2,1,1,0,1,0,2
3.0,3.0,124.0,1.0,0.0,8.5,4.0,4.0,1,3240.0,0,0,0,0,0,2
3.0,0.0,121.0,1.0,2.0,4.49,9.0,9.0,3+,1840.0,0,0,0,0,1,0
2.0,0.0,165.0,1.0,2.0,1.6,4.0,4.0,3+,2422.0,0,1,0,0,0,2
1.0,3.0,190.0,0.0,0.0,0.9,2.0,2.0,2,1039.0,0,0,0,0,0,2
2.0,3.0,145.0,0.0,2.0,1.85,2.0,3.0,3,1251.0,0,1,0,0,1,0
3.0,0.0,130.0,0.0,2.0,5.0,5.0,7.0,3+,5200.0,0,1,0,1,0,2
3.0,0.0,66.0,1.0,0.0,0.6,7.0,3.0,1,1173.0,0,0,0,0,0,2
0.0,3.0,149.0,0.0,3.0,2.05,4.0,4.0,2,1669.6,0,0,0,0,0,2
3.0,3.0,98.0,1.0,0.0,3.5,6.0,6.0,3,1345.0,0,0,0,0,0,2
1.0,3.0,78.0,0.0,2.0,1.75,2.0,2.0,2,1264.0,1,0,0,0,0,2
2.0,3.0,160.0,0.0,1.0,1.25,3.0,3.0,3+,1490.0,0,0,0,0,0,0
3.0,3.0,190.0,0.0,1.0,0.25,2.0,2.0,1,481.684525,0,0,0,0,0,2
1.0,0.0,98.0,0.0,1.0,7.0,4.0,3.0,2,1913.0,0,1,0,0,0,2
1.0,0.0,76.0,0.0,2.0,2.58,3.0,4.0,2,1760.0,0,1,0,0,0,2
1.0,3.0,64.0,0.0,1.0,1.4,3.0,3.0,3,1022.5705,0,1,0,0,0,2
1.0,3.0,176.0,0.0,2.0,0.95,2.0,2.0,2,1048.0,0,0,0,0,0,2
3.0,1.0,168.0,0.0,2.0,1.5,3.0,3.0,3,1700.0,0,1,0,0,0,2
3.0,3.0,151.0,0.0,1.0,1.25,2.0,2.0,3,1080.0,1,0,0,0,0,2
3.0,1.0,105.0,1.0,3.0,8.5,5.0,5.0,3+,4768.0,1,1,1,1,0,0
3.0,3.0,146.0,0.0,3.0,2.78,3.0,3.0,3+,1637.6,0,0,0,1,0,0
1.0,0.0,63.0,0.0,0.0,2.01,4.0,4.0,3+,1760.0,0,0,0,0,0,1
1.0,0.0,133.0,0.0,1.0,1.44,3.0,3.0,2,1500.0,0,0,0,0,1,0
1.0,2.0,125.0,0.0,2.0,2.51,3.0,3.0,3+,1648.8000000000002,1,0,0,0,0,0
1.0,3.0,154.0,1.0,3.0,8.5,5.0,6.0,3+,6296.0,1,1,1,1,0,0
2.0,3.0,66.0,0.0,3.0,2.52,4.0,4.0,3+,2400.0,0,1,1,0,0,0
2.0,3.0,76.0,0.0,2.0,3.4,4.0,5.0,3+,2360.0,0,1,0,0,0,0
1.0,3.0,160.0,0.0,3.0,2.03,3.0,4.0,3+,1795.2,0,1,0,0,0,2
3.0,3.0,169.0,0.0,2.0,1.14,2.0,2.0,3,1312.0,0,0,0,0,0,2
3.0,1.0,173.0,0.0,3.0,1.28,3.0,3.0,2,1450.0,1,0,0,0,0,2
3.0,3.0,72.0,1.0,2.0,5.7,4.0,4.0,3+,5403.0,1,1,0,0,0,2
0.0,3.0,190.0,0.0,1.0,0.25,2.0,2.0,1,587.13,0,0,0,0,0,2
3.0,0.0,124.0,1.0,1.0,8.5,4.0,5.0,3+,4004.0,1,1,0,1,1,0
1.0,0.0,127.0,0.0,3.0,2.35,3.0,3.0,3+,1850.0,0,0,0,0,0,0
1.0,3.0,111.0,0.0,0.0,0.45,2.0,3.0,2,590.0,0,0,0,0,0,2
1.0,3.0,168.0,0.0,2.0,1.1,3.0,3.0,2,1400.0,0,0,0,0,0,2
2.0,1.0,164.0,0.0,2.0,0.5,2.0,2.0,1,634.0,0,0,0,0,0,1
3.0,3.0,155.0,1.0,2.0,17.0,5.0,8.0,3,4842.0,1,1,1,1,0,1
1.0,3.0,167.0,0.0,3.0,1.75,3.0,3.0,3,1240.00128,0,1,0,0,0,0
3.0,0.0,68.0,1.0,0.0,1.2,7.0,4.0,1,904.0,0,0,0,0,1,2
2.0,4.0,160.0,0.0,2.0,1.9,3.0,4.0,3,1720.0,0,0,0,0,0,2
3.0,0.0,150.0,0.0,0.0,0.5,2.0,2.0,2,750.0,0,0,1,0,0,2
3.0,3.0,129.0,0.0,0.0,0.71,2.0,2.0,1,906.0,0,0,0,0,0,2
3.0,2.0,94.0,1.0,3.0,3.51,4.0,4.0,3,2841.0,1,1,1,1,0,0
2.0,3.0,170.0,0.0,3.0,1.5,3.0,3.0,1,1330.0,0,0,0,0,0,2
1.0,0.0,169.0,0.0,1.0,0.9,4.0,4.0,3,1435.0,0,0,0,0,0,0
3.0,1.0,173.0,0.0,1.0,1.0,2.0,2.0,2,1103.0,1,0,0,0,0,2
1.0,1.0,179.0,0.0,0.0,0.96,3.0,3.0,3,1548.0,0,0,1,1,0,2
1.0,3.0,132.0,0.0,1.0,4.86,3.0,4.0,3+,1500.0,0,1,0,0,0,0
3.0,2.0,138.0,1.0,1.0,0.66,3.0,2.0,1,613.0,0,0,0,0,0,2
3.0,0.0,154.0,0.0,2.0,3.25,3.0,3.0,3,2640.0,0,1,0,0,0,2
2.0,3.0,164.0,0.0,3.0,2.3,3.0,4.0,3+,1575.0,0,1,0,0,0,0
1.0,3.0,165.0,0.0,3.0,1.6,4.0,5.0,3+,1940.0,0,1,0,0,0,2
3.0,2.0,96.0,1.0,1.0,18.0,6.0,6.0,2,4520.0,0,1,0,1,1,0
3.0,3.0,70.0,0.0,0.0,0.9,2.0,2.0,3+,1092.8,0,0,0,0,0,2
2.0,3.0,149.0,0.0,3.0,3.1,4.0,6.0,3+,2500.0,0,1,0,1,0,2
3.0,0.0,123.0,0.0,3.0,1.8,4.0,4.0,3+,2700.0,0,0,1,0,0,0
3.0,3.0,146.0,0.0,3.0,2.8,3.0,3.0,3,1638.4,0,0,1,0,0,1
2.0,4.0,177.0,0.0,0.0,0.6,2.0,2.0,3,1056.0,0,0,0,0,1,2
2.0,3.0,64.0,0.0,3.0,1.75,3.0,4.0,3+,1544.8000000000002,0,1,0,0,0,0
3.0,3.0,72.0,1.0,3.0,6.3,4.0,5.0,3+,4500.0,0,0,0,0,0,0
2.0,3.0,169.0,0.0,3.0,1.2,2.0,2.0,3,1312.0,0,0,0,0,0,0
3.0,3.0,105.0,1.0,2.0,11.75,5.0,7.0,3+,4520.0,0,1,0,0,0,2
3.0,2.0,120.0,0.0,2.0,2.1,3.0,3.0,1,1089.6,0,0,1,0,0,0
2.0,3.0,164.0,0.0,2.0,1.15,3.0,2.0,3+,1082.0,0,0,0,0,0,2
3.0,0.0,8.0,1.0,0.0,0.7,4.0,4.0,0,2000.0,0,0,0,0,0,2
3.0,2.0,82.0,1.0,0.0,1.8,4.0,3.0,1,1797.0,0,0,0,0,0,2
3.0,3.0,71.0,0.0,0.0,0.7,2.0,2.0,3,1200.0,0,0,0,0,0,2
2.0,3.0,175.0,0.0,3.0,1.95,4.0,4.0,3+,2200.0,0,1,1,0,0,2
3.0,3.0,72.0,1.0,3.0,12.0,5.0,6.0,3,6000.0,1,1,0,0,0,0
1.0,3.0,168.0,0.0,3.0,1.05,3.0,3.0,3,1550.0,0,0,0,0,1,2
1.0,3.0,111.0,0.0,0.0,1.72,3.0,3.0,3,996.306584,1,0,0,0,0,0
1.0,3.0,111.0,0.0,3.0,1.65,4.0,3.0,3+,1991.0,0,0,0,0,0,0
2.0,3.0,145.0,0.0,3.0,3.2,3.0,3.0,3,1800.0,1,1,1,1,0,0
1.0,3.0,70.0,0.0,1.0,0.49,2.0,2.0,1,481.6,0,0,0,0,1,1
1.0,3.0,169.0,0.0,3.0,1.25,3.0,4.0,2,1800.0,0,1,0,0,0,0
3.0,2.0,88.0,0.0,2.0,1.55,3.0,4.0,3+,1536.0,0,1,0,0,0,2
3.0,3.0,144.0,0.0,3.0,2.35,3.0,3.0,3,1650.0,1,1,0,0,0,0
3.0,3.0,77.0,0.0,2.0,0.7,2.0,2.0,2,1497.967,0,0,0,0,0,2
3.0,0.0,149.0,0.0,1.0,2.6,4.0,4.0,3+,1920.0,0,1,0,0,0,2
1.0,2.0,182.0,0.0,1.0,0.75,3.0,3.0,3,1290.0,0,0,0,1,0,2
3.0,3.0,71.0,0.0,3.0,0.98,2.0,3.0,3,734.420897,1,0,0,0,0,2
3.0,2.0,150.0,1.0,0.0,2.4,10.0,5.0,3,2702.0,1,1,0,1,0,2
3.0,3.0,144.0,0.0,1.0,2.8,3.0,3.0,3+,1650.0,1,1,0,0,0,0
3.0,0.0,124.0,0.0,0.0,3.45,4.0,4.0,3+,2700.0,0,0,0,0,0,2
1.0,3.0,152.0,0.0,3.0,2.5,3.0,4.0,3,1880.0,0,1,1,0,0,0
3.0,2.0,126.0,1.0,0.0,3.75,5.0,5.0,3+,1836.0,0,0,0,0,0,2
3.0,3.0,70.0,0.0,3.0,1.8,3.0,4.0,3+,1384.0,0,1,0,0,0,2
3.0,0.0,57.0,1.0,2.0,2.8,3.0,3.0,2,1378.0,1,1,1,1,0,0
2.0,3.0,64.0,0.0,3.0,1.91,3.0,4.0,2,1228.16099,1,1,0,0,0,0
3.0,1.0,105.0,0.0,1.0,1.65,3.0,3.0,3,1996.0,0,1,0,0,0,2
2.0,4.0,69.0,0.0,1.0,1.4,3.0,4.0,3+,1408.0,1,1,0,0,1,2
2.0,3.0,169.0,0.0,3.0,1.3,2.0,2.0,3,894.0,0,0,0,0,0,2
3.0,0.0,114.0,1.0,0.0,1.1,6.0,4.0,1,989.92,0,0,0,0,0,2
3.0,0.0,120.0,0.0,0.0,2.5,4.0,4.0,3+,2450.0,0,1,0,0,0,2
1.0,0.0,125.0,0.0,0.0,2.7,3.0,4.0,3+,1727.2,0,0,0,0,0,2
3.0,1.0,72.0,1.0,1.0,5.65,4.0,4.0,3+,5403.0,0,1,0,0,1,0
3.0,0.0,190.0,1.0,0.0,6.25,3.0,3.0,0,8998.0,0,0,0,0,0,2
3.0,0.0,120.0,1.0,1.0,1.65,4.0,4.0,3+,500.0,0,0,0,0,1,1
1.0,2.0,134.0,0.0,2.0,1.35,3.0,3.0,3,1600.0,0,0,0,0,1,0
2.0,0.0,146.0,0.0,2.0,2.32,3.0,4.0,3+,1600.0,0,1,0,0,0,0
1.0,0.0,153.0,0.0,0.0,0.95,2.0,2.0,0,1199.949,0,0,0,0,0,2
2.0,1.0,78.0,0.0,2.0,1.5,2.0,2.0,2,1020.8,0,0,0,0,0,2
2.0,1.0,145.0,0.0,2.0,2.8,3.0,3.0,2,1600.0,1,1,0,1,0,1
2.0,4.0,111.0,0.0,0.0,1.0,3.0,5.0,3,1620.0,0,1,0,0,1,2
3.0,0.0,124.0,1.0,2.0,19.5,5.0,6.0,3,8772.0,1,1,1,1,0,0
3.0,0.0,5.0,0.0,0.0,3.0,3.0,4.0,3,2500.0,0,0,0,0,0,2
1.0,3.0,72.0,0.0,3.0,2.95,4.0,4.0,3+,2850.0,0,1,1,0,0,0
2.0,1.0,107.0,0.0,0.0,2.2,2.0,2.0,2,1183.2,0,0,0,0,0,2
2.0,3.0,175.0,0.0,3.0,1.9,4.0,4.0,3+,2300.0,0,1,1,0,0,0
3.0,1.0,133.0,1.0,0.0,2.8,4.0,4.0,0,1495.64,0,0,0,0,0,2
3.0,0.0,124.0,1.0,1.0,18.5,4.0,4.0,1,6996.0,0,0,0,0,0,2
1.0,3.0,158.0,0.0,2.0,0.71,2.0,2.0,2,810.0,1,0,0,0,0,2
1.0,2.0,63.0,0.0,1.0,0.64,3.0,2.0,3+,1526.0,0,0,0,0,0,2
3.0,3.0,150.0,1.0,0.0,0.66,3.0,1.0,1,549.0,0,0,0,0,1,2
3.0,3.0,72.0,1.0,3.0,9.5,7.0,6.0,3,3595.0,1,1,0,1,0,2
2.0,3.0,160.0,0.0,3.0,1.1,3.0,3.0,3,863.910614,1,0,0,1,0,0
2.0,3.0,139.0,0.0,1.0,3.6,4.0,5.0,3,2400.0,0,1,0,0,0,0
3.0,3.0,105.0,1.0,1.0,9.5,5.0,7.0,3+,4499.0,1,1,1,1,0,2
1.0,0.0,173.0,0.0,0.0,0.75,2.0,2.0,2,912.0,0,0,0,0,0,2
3.0,1.0,140.0,0.0,0.0,2.25,3.0,3.0,2,1549.0,0,0,0,0,0,2
3.0,2.0,52.0,1.0,0.0,2.0,11.0,10.0,3,1890.0,0,0,1,1,0,2
3.0,2.0,3.0,1.0,0.0,2.25,3.0,2.0,1,245.0,0,1,0,1,0,2
2.0,1.0,105.0,0.0,1.0,1.35,3.0,2.0,3+,1245.6,0,0,0,0,0,2
3.0,3.0,165.0,1.0,2.0,7.0,4.0,4.0,3+,3743.0,0,1,0,0,0,1
3.0,3.0,111.0,0.0,1.0,1.1,3.0,3.0,2,1295.0,0,0,0,0,0,2
1.0,3.0,160.0,0.0,0.0,1.7,3.0,2.0,3,1099.0,0,0,0,0,0,2
3.0,1.0,63.0,0.0,0.0,1.0,3.0,4.0,0,2479.544,0,0,0,0,0,2
1.0,0.0,63.0,0.0,0.0,0.9,3.0,3.0,3+,2089.0,0,1,0,0,0,2
3.0,0.0,99.0,1.0,0.0,0.55,2.0,2.0,1,715.0,0,0,0,0,0,2
1.0,3.0,156.0,0.0,3.0,2.25,3.0,3.0,3,1800.0,1,0,0,0,0,2
3.0,2.0,74.0,1.0,0.0,2.2,4.0,3.0,2,1797.0,1,0,0,1,0,2
1.0,3.0,177.0,0.0,1.0,0.71,3.0,3.0,2,1436.0,0,0,0,0,0,2
3.0,1.0,147.0,0.0,3.0,1.6,3.0,3.0,2,1017.0,0,0,1,0,0,0
1.0,3.0,169.0,0.0,1.0,1.25,3.0,4.0,2,1696.0,0,1,0,0,0,0
3.0,3.0,144.0,0.0,3.0,2.25,3.0,3.0,3+,1320.0,1,1,0,0,0,2
2.0,3.0,175.0,0.0,2.0,1.25,3.0,3.0,3,1376.0,0,0,0,0,1,2
3.0,3.0,110.0,0.0,1.0,1.25,3.0,3.0,3,1400.0,1,0,0,0,0,2
3.0,0.0,153.0,0.0,3.0,1.4,3.0,3.0,2,1762.0,0,0,0,1,0,0
3.0,1.0,147.0,0.0,1.0,1.3,2.0,2.0,2,1295.982,0,0,0,0,0,2
1.0,3.0,168.0,0.0,0.0,1.49,3.0,3.0,3,1700.0,0,1,0,0,0,2
3.0,0.0,68.0,1.0,0.0,1.35,5.0,3.0,3,2500.0,0,0,0,0,0,2
1.0,3.0,164.0,0.0,3.0,0.49,2.0,2.0,3,635.0,0,0,0,0,0,2
2.0,3.0,69.0,0.0,2.0,3.9,3.0,3.0,0,2450.057,0,0,0,0,0,2
1.0,3.0,160.0,0.0,3.0,0.95,2.0,2.0,3,1450.0,0,0,0,0,0,0
1.0,2.0,134.0,0.0,3.0,1.55,3.0,3.0,3+,1700.0,0,1,0,1,1,2
3.0,3.0,167.0,0.0,3.0,1.15,3.0,3.0,2,1308.0,1,1,1,1,0,0
1.0,3.0,179.0,0.0,2.0,0.37,3.0,2.0,1,644.111776,0,0,0,1,0,0
3.0,1.0,66.0,1.0,1.0,0.48,2.0,2.0,1,720.0,1,0,0,1,1,2
1.0,2.0,124.0,0.0,1.0,1.6,3.0,3.0,3+,1800.0,0,0,0,0,1,0
2.0,3.0,72.0,1.0,0.0,1.87,3.0,4.0,0,2152.0,0,0,0,0,0,2
3.0,3.0,175.0,0.0,2.0,1.55,4.0,4.0,3+,1891.2,0,1,0,1,0,2
1.0,3.0,175.0,0.0,2.0,1.3,4.0,5.0,2,1825.0,1,1,0,0,0,2
1.0,0.0,71.0,0.0,0.0,0.7,2.0,2.0,1,1150.0,0,0,0,0,0,2
3.0,3.0,190.0,0.0,2.0,0.9,3.0,3.0,3,1439.0,0,0,0,1,0,2
1.0,3.0,64.0,0.0,1.0,1.8,3.0,3.0,3,1353.6,0,0,0,0,0,2
3.0,0.0,95.0,1.0,3.0,15.0,5.0,5.0,3,6402.2,1,1,0,1,0,0
3.0,1.0,177.0,0.0,3.0,0.75,3.0,2.0,2,1050.0,0,0,0,0,0,2
1.0,0.0,153.0,0.0,2.0,1.16,3.0,3.0,3,1394.4,0,1,0,0,0,0
3.0,3.0,96.0,1.0,2.0,10.5,12.0,12.0,3+,2700.0,0,1,0,1,0,0
0.0,3.0,66.0,0.0,3.0,1.35,4.0,5.0,3+,2700.0,1,1,1,1,0,2
2.0,1.0,165.0,0.0,2.0,0.99,3.0,4.0,2,1432.0,0,1,0,0,0,2
3.0,3.0,167.0,0.0,1.0,0.75,2.0,2.0,2,1060.0,0,0,0,0,0,0
3.0,3.0,111.0,0.0,0.0,1.1,3.0,3.0,3,1250.0,0,0,0,0,0,2
1.0,3.0,72.0,0.0,2.0,1.26,3.0,2.0,3,1504.0,0,0,0,0,0,2
3.0,0.0,96.0,1.0,2.0,15.0,5.0,6.0,3+,4520.0,1,1,1,1,0,0
3.0,0.0,170.0,1.0,1.0,2.5,4.0,5.0,3+,3197.0,0,1,0,1,1,0
2.0,3.0,190.0,0.0,1.0,0.24,2.0,2.0,1,456.0,0,0,0,0,0,2
2.0,3.0,175.0,0.0,2.0,1.19,3.0,3.0,2,1380.8000000000002,0,0,0,0,1,2
3.0,3.0,70.0,0.0,2.0,0.88,2.0,2.0,3+,1092.8,0,0,0,0,0,2
2.0,0.0,170.0,0.0,2.0,1.3,3.0,3.0,3,1544.0,0,1,0,1,0,2
2.0,1.0,66.0,0.0,1.0,1.8,2.0,3.0,3,1360.0,0,1,0,0,0,2
3.0,1.0,152.0,1.0,3.0,6.5,4.0,4.0,3+,2691.0,1,1,0,1,0,0
1.0,4.0,69.0,0.0,2.0,6.3,5.0,6.0,3+,3500.0,0,0,0,0,0,0
1.0,3.0,64.0,0.0,2.0,1.35,2.0,2.0,2,1087.2,0,0,0,0,0,2
1.0,3.0,175.0,0.0,2.0,1.9,4.0,4.0,3+,2181.6,0,1,0,1,0,2
1.0,0.0,72.0,0.0,3.0,1.68,3.0,3.0,3+,2036.0,0,1,0,0,0,2
1.0,3.0,160.0,0.0,1.0,1.12,2.0,2.0,3,1200.0,1,0,0,0,0,2
1.0,3.0,92.0,0.0,1.0,2.55,3.0,3.0,3,1400.0,0,0,0,0,0,1
0.0,3.0,149.0,0.0,1.0,1.2,2.0,3.0,0,1100.009,0,0,0,0,0,2
1.0,1.0,170.0,0.0,1.0,0.42,2.0,2.0,1,501.0,1,1,0,1,1,2
3.0,2.0,96.0,1.0,2.0,9.0,5.0,5.0,2,2702.0,1,1,1,1,0,1
3.0,1.0,105.0,1.0,2.0,11.0,5.0,6.0,3,4499.0,1,1,0,0,0,2
3.0,3.0,190.0,0.0,1.0,0.28,2.0,2.0,2,467.0,0,0,0,0,0,0
2.0,3.0,145.0,0.0,2.0,3.0,3.0,3.0,2,1620.0,0,1,0,0,0,2
2.0,3.0,160.0,0.0,3.0,1.2,3.0,3.0,3+,863.910614,0,0,0,0,0,0
1.0,0.0,153.0,0.0,0.0,0.82,2.0,2.0,2,960.0,0,0,0,0,0,2
3.0,1.0,92.0,0.0,2.0,3.99,3.0,5.0,3+,2472.0,0,1,0,0,0,1
3.0,1.0,100.0,1.0,0.0,1.5,6.0,1.0,0,3002.04,0,0,0,0,0,2
4.0,3.0,141.0,0.0,3.0,8.35,4.0,6.0,3,3423.2000000000003,0,1,0,1,0,2
2.0,0.0,175.0,0.0,3.0,1.54,4.0,4.0,3+,1850.0,0,1,0,1,0,0
2.0,3.0,145.0,0.0,2.0,2.85,3.0,3.0,3,1550.0,1,0,0,0,0,0
3.0,1.0,152.0,1.0,3.0,0.92,2.0,3.0,3+,1187.0,0,0,0,0,1,2
0.0,3.0,149.0,0.0,3.0,1.51,3.0,3.0,2,1100.0,0,0,0,1,0,1
3.0,3.0,71.0,0.0,2.0,1.6,3.0,4.0,3+,1140.9734,0,1,0,0,0,0
3.0,3.0,190.0,0.0,0.0,0.39,2.0,2.0,2,610.0,0,0,0,0,0,2
3.0,3.0,152.0,0.0,1.0,1.6,4.0,4.0,3,1400.0,1,0,0,0,1,2
1.0,0.0,105.0,0.0,1.0,1.35,3.0,4.0,2,1236.0,0,1,0,0,0,2
0.0,1.0,180.0,0.0,1.0,0.82,2.0,2.0,3,1365.074,0,0,0,0,0,2
3.0,2.0,174.0,1.0,0.0,0.35,2.0,2.0,1,355.0,0,0,0,0,0,2
3.0,1.0,190.0,0.0,0.0,0.2,2.0,2.0,1,600.0,0,0,0,0,0,2
3.0,3.0,122.0,1.0,1.0,3.5,4.0,4.0,2,1625.0,0,0,0,1,0,0
3.0,3.0,72.0,1.0,2.0,7.0,4.0,4.0,3+,5403.0,0,0,0,0,0,0
2.0,3.0,70.0,0.0,0.0,0.28,2.0,2.0,2,489.0,0,0,0,0,0,2
1.0,0.0,75.0,0.0,3.0,3.45,4.0,4.0,3,2720.0,0,1,0,0,0,0
1.0,3.0,65.0,0.0,1.0,1.9,3.0,4.0,3+,3344.0,1,1,0,1,1,0
3.0,0.0,150.0,1.0,1.0,1.55,2.0,2.0,2,1076.0,0,0,0,0,0,0
3.0,3.0,107.0,0.0,1.0,0.4,1.0,1.0,1,392.0,0,0,0,0,0,2
2.0,2.0,120.0,0.0,0.0,5.8,4.0,4.0,3+,2800.985,0,0,0,0,0,2
3.0,3.0,143.0,0.0,2.0,2.2,2.0,3.0,3+,770.0,0,0,0,0,0,2
3.0,0.0,68.0,1.0,0.0,0.38,2.0,2.0,2,50.0,0,0,0,0,0,2
1.0,3.0,167.0,0.0,1.0,1.19,3.0,3.0,2,1600.0,0,1,0,0,0,0
1.0,3.0,69.0,0.0,3.0,1.4,4.0,6.0,3+,1403.0,0,1,0,0,0,2
2.0,3.0,146.0,0.0,3.0,3.15,3.0,4.0,3+,1961.6,0,1,0,1,0,0
3.0,1.0,170.0,0.0,2.0,0.42,2.0,2.0,1,501.0,1,1,0,1,1,2
2.0,3.0,164.0,0.0,2.0,2.29,3.0,4.0,3+,1680.0,0,1,0,0,0,1
3.0,0.0,80.0,1.0,0.0,0.62,6.0,6.0,0,1743.12,0,0,0,0,0,2
3.0,0.0,127.0,1.0,0.0,10.56,5.0,5.0,3,3240.0,0,1,0,0,0,2
3.0,4.0,137.0,0.0,1.0,4.02,3.0,3.0,1,2295.0,0,0,0,0,0,2
3.0,1.0,173.0,0.0,1.0,1.2,3.0,3.0,2,920.0,0,0,0,0,0,2
