price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury
3.0,3.0,168.0,0.0,1.0,0.35,2.0,2.0,2,483.0,0,0,0,0,0,2
3.0,0.0,127.0,1.0,0.0,9.8,4.0,4.0,3,280.0,0,1,0,0,0,2
3.0,1.0,190.0,0.0,2.0,0.54,2.0,1.0,3,745.0,0,0,0,0,0,2
1.0,3.0,151.0,0.0,1.0,1.65,3.0,4.0,3,1161.0,0,1,0,0,1,0
3.0,0.0,125.0,1.0,1.0,6.75,12.0,12.0,3+,2110.0,0,0,0,0,1,2
1.0,3.0,72.0,0.0,0.0,1.7,1.0,1.0,2,628.0,0,0,0,0,0,2
3.0,3.0,107.0,0.0,2.0,0.37,1.0,1.0,1,281.6,0,0,0,0,0,0
2.0,3.0,171.0,0.0,3.0,1.15,2.0,2.0,3,1168.0,1,0,0,1,0,2
2.0,3.0,179.0,0.0,1.0,0.29,2.0,2.0,2,448.0,0,0,0,0,0,2
3.0,1.0,142.0,0.0,2.0,3.4,3.0,3.0,3+,2720.0,0,0,0,0,0,2
3.0,3.0,72.0,1.0,3.0,9.4,5.0,6.0,3+,3595.0,1,1,1,1,0,0
1.0,1.0,66.0,0.0,2.0,1.3,3.0,3.0,3,1317.6,0,0,0,0,1,2
2.0,2.0,88.0,0.0,1.0,0.75,2.0,2.0,2,916.0,0,0,0,0,0,0
0.0,2.0,175.0,0.0,1.0,1.25,3.0,4.0,3+,1447.0,0,1,0,0,0,1
3.0,0.0,88.0,1.0,0.0,0.7,1.0,1.0,0,903.84,0,0,0,0,0,2
3.0,2.0,120.0,1.0,0.0,5.5,1.0,1.0,0,1937.0,0,0,0,0,1,2
3.0,0.0,114.0,1.0,0.0,0.47,2.0,1.0,1,624.0,0,0,1,0,0,2
2.0,3.0,160.0,0.0,2.0,1.25,3.0,3.0,3,863.910614,1,0,0,0,0,0
3.0,3.0,77.0,1.0,2.0,7.46,4.0,4.0,3+,6348.4,0,1,0,1,0,0
1.0,3.0,64.0,0.0,2.0,1.98,3.0,3.0,3+,2000.0,0,1,0,0,0,0
3.0,3.0,160.0,0.0,3.0,1.3,3.0,3.0,3+,863.910614,0,0,0,0,0,0
1.0,3.0,72.0,0.0,2.0,1.6,3.0,3.0,3,2036.0,0,1,0,0,0,2
3.0,0.0,167.0,0.0,0.0,0.95,3.0,3.0,3,1340.0,0,0,0,0,0,2
2.0,0.0,166.0,0.0,1.0,1.87,3.0,3.0,3,1538.0,0,0,0,1,0,2
3.0,0.0,118.0,1.0,1.0,4.25,10.0,9.0,3+,1625.0,1,1,0,0,0,0
2.0,1.0,148.0,0.0,0.0,0.8,2.0,2.0,3+,1180.115,0,0,0,0,0,0
3.0,4.0,88.0,0.0,3.0,1.38,2.0,2.0,2,1130.036,0,0,0,0,0,0
1.0,4.0,170.0,0.0,0.0,1.05,3.0,3.0,3,1516.0,0,1,0,0,0,2
2.0,3.0,146.0,0.0,2.0,3.49,3.0,3.0,3,2452.0,0,1,0,0,0,2
3.0,3.0,190.0,0.0,3.0,0.72,2.0,2.0,3,968.0,0,0,0,1,0,2
2.0,2.0,95.0,0.0,0.0,3.7,4.0,4.0,3,2100.0,0,1,0,0,0,0
3.0,3.0,144.0,0.0,0.0,2.55,3.0,3.0,3,1300.0,1,1,0,0,0,2
3.0,1.0,65.0,0.0,3.0,0.8,2.0,2.0,3,705.0,0,0,0,1,0,2
3.0,0.0,127.0,1.0,1.0,10.55,5.0,5.0,3,3240.0,1,1,0,0,0,2
3.0,3.0,149.0,0.0,2.0,1.43,3.0,3.0,2,1286.4,0,0,0,1,0,2
1.0,1.0,170.0,0.0,2.0,0.43,2.0,2.0,1,501.0,1,0,0,0,0,2
1.0,1.0,157.0,0.0,0.0,3.5,3.0,4.0,3,1762.0,0,0,0,0,0,2
3.0,3.0,71.0,1.0,2.0,10.5,5.0,4.0,3+,7327.56,0,0,0,0,0,2
3.0,3.0,169.0,0.0,2.0,1.2,2.0,2.0,2,970.0,0,1,1,0,0,2
1.0,3.0,66.0,0.0,1.0,2.55,4.0,4.0,3+,2150.0,0,1,0,0,0,2
3.0,3.0,88.0,1.0,0.0,0.4,2.0,2.0,1,525.0,0,0,0,0,0,2
1.0,3.0,92.0,0.0,3.0,2.4,2.0,2.0,2,900.0,0,0,0,0,1,1
3.0,3.0,75.0,0.0,2.0,3.4,4.0,5.0,3,2720.0,0,1,1,0,0,2
3.0,1.0,171.0,0.0,0.0,0.45,2.0,2.0,1,625.0,0,0,0,0,0,2
3.0,2.0,79.0,1.0,0.0,1.7,3.0,3.0,0,180.0,0,0,0,0,0,2
1.0,3.0,169.0,0.0,3.0,1.18,2.0,2.0,3,1100.0,1,0,0,0,0,0
1.0,0.0,154.0,0.0,1.0,1.9,3.0,3.0,3,1580.0,0,1,0,0,0,0
3.0,0.0,82.0,0.0,1.0,1.6,3.0,3.0,3+,1450.0,0,0,0,1,0,2
3.0,2.0,88.0,1.0,2.0,9.0,5.0,5.0,2,4682.0,1,1,1,1,0,1
3.0,3.0,144.0,0.0,1.0,2.24,3.0,3.0,3,1650.0,1,1,0,0,0,2
2.0,0.0,175.0,0.0,2.0,1.25,3.0,3.0,3,1200.0,0,1,0,0,0,2
1.0,1.0,175.0,0.0,2.0,0.7,2.0,2.0,3,1081.6,1,0,0,0,0,2
2.0,0.0,72.0,0.0,1.0,1.7,3.0,3.0,3,1250.0,0,0,0,0,0,2
2.0,1.0,64.0,0.0,3.0,1.9,3.0,3.0,3+,1450.0,0,0,0,1,0,2
3.0,2.0,99.0,1.0,0.0,0.5,2.0,1.0,2,904.0,0,0,1,0,0,2
2.0,3.0,77.0,0.0,1.0,6.5,4.0,5.0,3,6240.399,0,0,0,0,0,2
3.0,2.0,94.0,0.0,3.0,4.25,3.0,4.0,3+,3200.0,0,1,0,1,0,0
2.0,3.0,25.0,0.0,0.0,0.45,3.0,3.0,2,800.0,0,0,0,0,0,2
1.0,2.0,89.0,0.0,0.0,0.8,2.0,2.0,2,1130.0,0,0,0,0,0,2
2.0,1.0,142.0,0.0,2.0,7.52,4.0,4.0,3,2200.0,0,0,0,0,0,2
1.0,3.0,179.0,0.0,2.0,0.56,2.0,2.0,2,1091.2,0,0,0,0,0,0
1.0,1.0,168.0,0.0,0.0,0.79,3.0,3.0,3+,1380.0,0,0,0,0,0,2
2.0,3.0,72.0,0.0,2.0,1.7,3.0,3.0,3,1320.0,0,0,0,0,0,2
3.0,1.0,72.0,1.0,2.0,5.5,4.0,4.0,3+,2432.0,0,1,0,0,0,2
3.0,3.0,98.0,1.0,0.0,1.45,3.0,2.0,1,900.0,0,0,0,0,0,2
1.0,3.0,64.0,0.0,3.0,0.48,2.0,2.0,1,532.0,0,0,1,0,0,2
2.0,0.0,127.0,0.0,3.0,1.82,3.0,3.0,3+,1500.0,0,0,0,0,1,0
3.0,1.0,172.0,0.0,0.0,0.92,2.0,2.0,3,1120.0,0,0,0,0,0,2
3.0,2.0,150.0,1.0,0.0,2.8,10.0,7.0,3,2249.0,1,1,0,1,1,0
3.0,2.0,150.0,1.0,1.0,8.0,4.0,5.0,3+,3595.0,1,1,0,1,0,2
3.0,0.0,135.0,0.0,2.0,1.5,3.0,2.0,3+,246.0,0,0,0,0,0,2
3.0,2.0,102.0,0.0,0.0,1.3,3.0,3.0,2,1300.0,0,0,0,0,0,2
0.0,0.0,125.0,0.0,0.0,0.8,1.0,1.0,1,720.007,0,0,0,0,0,2
3.0,4.0,140.0,0.0,0.0,2.17,3.0,3.0,3,1549.0,0,0,0,0,0,2
1.0,3.0,190.0,0.0,1.0,0.29,2.0,2.0,2,480.500496,0,0,0,0,0,2
4.0,3.0,66.0,0.0,3.0,2.63,4.0,4.0,3+,2750.0,0,1,0,0,0,0
3.0,1.0,120.0,1.0,2.0,7.5,12.0,12.0,3+,1937.0,1,1,1,1,0,0
1.0,3.0,171.0,0.0,2.0,1.0,2.0,2.0,3,1450.0,1,0,0,0,0,2
1.0,1.0,152.0,0.0,3.0,1.66,3.0,3.0,3+,1500.0,0,1,0,0,0,2
2.0,3.0,71.0,0.0,3.0,1.7,3.0,4.0,3+,1140.9734,0,1,0,0,0,2
3.0,0.0,88.0,1.0,0.0,5.0,6.0,6.0,2,3250.0,0,0,0,0,0,2
3.0,3.0,111.0,1.0,0.0,1.16,1.0,1.0,0,1538.68,0,0,0,0,0,2
2.0,3.0,160.0,0.0,3.0,1.2,3.0,3.0,3,867.2474229999999,1,0,0,1,0,0
3.0,0.0,95.0,1.0,3.0,6.6,6.0,7.0,3+,1797.0,1,1,0,0,0,0
3.0,2.0,126.0,1.0,0.0,3.12,4.0,2.0,1,1647.0,0,0,0,0,0,2
3.0,0.0,96.0,1.0,1.0,5.5,4.0,4.0,3+,1797.0,0,0,1,1,0,2
1.0,3.0,149.0,0.0,3.0,1.5,3.0,3.0,2,1400.0,0,0,0,1,0,0
1.0,3.0,169.0,0.0,0.0,0.93,3.0,3.0,3,1250.0,0,0,0,0,0,2
2.0,1.0,171.0,0.0,2.0,1.65,3.0,3.0,3,1460.0,0,0,0,0,0,2
1.0,3.0,169.0,0.0,1.0,1.17,2.0,3.0,3,1350.0,0,0,0,0,1,2
3.0,1.0,145.0,1.0,2.0,12.0,5.0,5.0,3+,3240.0,0,1,1,1,0,0
3.0,2.0,79.0,1.0,0.0,0.65,6.0,2.0,3,1000.0,0,0,0,0,0,2
1.0,3.0,94.0,1.0,0.0,3.2,14.0,14.0,3+,4860.0,0,0,0,0,0,1
2.0,0.0,132.0,0.0,3.0,6.75,4.0,6.0,3+,2240.0,0,1,0,0,0,0
2.0,0.0,166.0,0.0,1.0,2.7,4.0,4.0,3+,1306.0,0,1,0,0,0,2
3.0,2.0,86.0,1.0,0.0,1.52,2.0,2.0,1,763.96,0,0,0,0,0,2
2.0,3.0,190.0,0.0,1.0,1.1,3.0,2.0,3,1165.6,0,0,0,0,0,2
3.0,0.0,138.0,1.0,0.0,0.5,3.0,3.0,2,603.0,0,0,0,1,0,2
1.0,4.0,160.0,0.0,0.0,0.71,2.0,2.0,0,1285.766,0,0,0,0,0,2
3.0,3.0,190.0,0.0,3.0,0.91,3.0,3.0,3,1439.0,0,0,0,1,0,2
2.0,4.0,180.0,0.0,1.0,0.92,2.0,2.0,3+,1092.0,0,0,0,0,0,2
1.0,3.0,189.0,0.0,0.0,1.0,1.0,1.0,1,689.0,0,0,0,0,0,2
3.0,1.0,96.0,1.0,3.0,17.3,6.0,7.0,3+,4520.0,1,1,1,1,0,0
2.0,3.0,152.0,0.0,2.0,2.4,3.0,3.0,3,1720.0,0,1,0,0,0,2
3.0,3.0,134.0,1.0,0.0,11.95,12.0,12.0,3+,2745.0,0,1,0,0,0,0
1.0,3.0,170.0,0.0,2.0,2.2,3.0,3.0,1,1544.0,0,0,0,1,0,1
3.0,2.0,190.0,1.0,0.0,1.2,4.0,4.0,3+,538.0,0,0,0,0,0,2
1.0,3.0,149.0,0.0,3.0,1.7,4.0,4.0,2,1610.0,1,1,1,1,0,2
3.0,0.0,124.0,1.0,1.0,5.75,4.0,4.0,2,250.0,0,1,0,0,0,2
3.0,0.0,118.0,1.0,2.0,9.25,9.0,9.0,3+,4500.0,1,1,1,1,0,0
2.0,3.0,165.0,0.0,2.0,1.0,2.0,2.0,2,1148.0,1,0,0,0,0,0
3.0,2.0,99.0,1.0,0.0,0.9,3.0,3.0,0,968.4,0,0,0,0,0,2
2.0,3.0,149.0,0.0,2.0,1.38,3.0,3.0,1,1230.4,0,0,0,1,0,2
1.0,3.0,181.0,0.0,1.0,0.32,2.0,2.0,1,448.0,0,0,0,0,0,2
3.0,1.0,173.0,0.0,2.0,1.0,2.0,2.0,3,1110.0,1,0,0,0,1,2
2.0,3.0,168.0,0.0,2.0,2.2,4.0,4.0,3+,2747.2000000000003,0,1,0,0,0,2
3.0,3.0,149.0,0.0,3.0,1.7,4.0,4.0,2,1608.0,0,0,0,0,0,2
2.0,0.0,124.0,0.0,0.0,3.45,3.0,3.0,3,1869.007,0,0,0,0,0,2
1.0,3.0,127.0,0.0,3.0,1.4,3.0,3.0,2,1100.8,0,0,1,0,0,0
3.0,4.0,155.0,0.0,2.0,0.9,3.0,3.0,3,1622.206,0,1,0,0,0,2
3.0,2.0,192.0,1.0,3.0,16.0,6.0,7.0,3,4499.0,0,1,1,1,0,0
3.0,3.0,72.0,0.0,1.0,1.5,3.0,4.0,3+,1670.0,0,1,0,0,0,2
3.0,1.0,190.0,0.0,2.0,0.55,2.0,2.0,3,745.0,0,0,0,0,0,2
3.0,3.0,177.0,0.0,1.0,0.42,2.0,2.0,1,591.0,1,0,0,1,0,0
3.0,1.0,173.0,0.0,1.0,1.2,3.0,3.0,2,1423.0,0,0,0,0,0,2
3.0,3.0,78.0,0.0,3.0,2.35,3.0,4.0,3,1760.0,0,1,0,0,0,2
1.0,2.0,131.0,0.0,0.0,5.0,3.0,4.0,3,2900.0,0,1,0,0,0,0
1.0,1.0,65.0,0.0,2.0,1.1,3.0,3.0,3+,1300.0,0,0,0,0,0,2
1.0,0.0,120.0,0.0,0.0,6.2,4.0,4.0,3+,2397.6,0,1,0,0,0,2
3.0,1.0,98.0,1.0,3.0,10.5,5.0,6.0,3+,3240.0,1,1,0,1,0,0
3.0,1.0,151.0,0.0,1.0,1.8,3.0,4.0,3,1161.0,0,1,0,0,1,2
3.0,3.0,65.0,0.0,1.0,1.05,2.0,2.0,3,900.0,0,0,0,0,0,0
0.0,3.0,190.0,0.0,1.0,0.25,2.0,2.0,0,480.954,0,0,0,0,0,2
3.0,3.0,113.0,1.0,0.0,5.15,5.0,5.0,0,3658.4,0,0,0,0,0,2
3.0,1.0,140.0,0.0,1.0,1.9,3.0,3.0,3,837.0,0,0,0,0,0,2
3.0,3.0,145.0,0.0,2.0,3.5,3.0,3.0,2,1800.0,1,0,0,0,0,2
3.0,3.0,168.0,0.0,1.0,0.35,2.0,2.0,1,466.4,0,0,0,0,0,2
3.0,3.0,169.0,0.0,1.0,2.03,4.0,4.0,3+,2175.0,0,0,0,0,1,2
3.0,1.0,88.0,1.0,3.0,19.5,8.0,9.0,3+,7200.0,1,1,0,1,0,2
2.0,3.0,177.0,0.0,0.0,0.82,3.0,3.0,3+,1523.031,0,0,0,0,0,2
3.0,2.0,150.0,1.0,0.0,1.2,5.0,4.0,2,1076.0,0,0,0,0,0,2
1.0,3.0,64.0,0.0,2.0,2.5,4.0,5.0,3+,2558.4,0,1,0,0,0,2
3.0,2.0,94.0,1.0,0.0,1.44,4.0,2.0,2,4842.0,0,0,0,0,0,2
3.0,1.0,173.0,0.0,1.0,1.3,3.0,3.0,2,900.0,0,0,0,0,1,2
1.0,0.0,72.0,0.0,3.0,2.2,3.0,3.0,2,2318.0,0,1,0,0,0,0
3.0,2.0,94.0,1.0,0.0,1.45,3.0,3.0,1,4842.0,0,0,0,0,0,2
3.0,3.0,63.0,1.0,0.0,0.8,8.0,8.0,2,1195.0,0,0,0,0,0,2
2.0,3.0,70.0,0.0,0.0,1.65,4.0,5.0,3+,2214.4,0,1,0,0,0,2
3.0,1.0,20.0,0.0,1.0,1.6,3.0,3.0,3,1351.2,0,0,0,0,0,2
1.0,3.0,166.0,0.0,3.0,2.95,4.0,5.0,3+,1700.0,0,1,0,0,0,1
2.0,0.0,127.0,0.0,3.0,1.14,2.0,2.0,2,1100.0,0,0,0,0,1,0
2.0,1.0,156.0,0.0,3.0,1.4,2.0,2.0,2,1139.2,0,0,0,0,0,0
3.0,1.0,135.0,1.0,2.0,6.95,12.0,12.0,3+,1733.0,0,1,1,0,0,0
3.0,1.0,78.0,0.0,3.0,1.55,2.0,2.0,3,1180.0,0,0,0,0,0,2
2.0,0.0,111.0,0.0,2.0,0.75,2.0,2.0,3,1410.039,0,0,0,0,0,2
3.0,4.0,173.0,0.0,1.0,1.05,2.0,2.0,2,1103.057,1,0,0,0,1,2
3.0,0.0,162.0,1.0,0.0,0.82,4.0,3.0,3,904.0,0,0,0,0,0,2
3.0,1.0,105.0,1.0,2.0,1.35,2.0,2.0,2,1205.12,1,0,0,0,0,1
3.0,0.0,153.0,0.0,0.0,1.1,3.0,4.0,3,1441.6,0,1,0,0,0,2
2.0,1.0,66.0,0.0,1.0,1.35,3.0,2.0,2,861.9731119999999,0,0,0,0,0,2
1.0,3.0,76.0,0.0,3.0,3.9,4.0,5.0,3+,3000.0,0,1,0,0,0,1
3.0,2.0,120.0,1.0,2.0,10.5,4.0,4.0,2,3767.0,0,1,0,0,0,2
3.0,2.0,134.0,0.0,0.0,0.5,1.0,1.0,2,600.0,0,0,0,0,0,2
3.0,0.0,116.0,1.0,0.0,0.38,1.0,1.0,1,452.0,0,0,0,0,0,2
3.0,0.0,74.0,1.0,0.0,0.9,7.0,4.0,3+,904.0,0,0,0,0,0,2
1.0,3.0,64.0,0.0,1.0,1.75,3.0,3.0,3,1128.0,1,1,0,1,1,2
3.0,1.0,142.0,0.0,0.0,3.0,3.0,3.0,3,1800.0,0,0,0,0,0,2
3.0,0.0,13.0,0.0,1.0,0.64,2.0,2.0,1,850.0,0,0,0,0,0,0
3.0,0.0,177.0,0.0,1.0,0.65,3.0,3.0,3,1414.0,0,0,0,0,0,2
3.0,4.0,140.0,0.0,0.0,1.6,2.0,2.0,2,1150.0,0,0,0,0,0,2
1.0,1.0,152.0,0.0,3.0,1.18,2.0,2.0,3,1000.0,0,0,0,1,0,2
2.0,3.0,71.0,0.0,2.0,2.0,3.0,3.0,3+,1870.4,0,1,0,0,0,2
3.0,0.0,103.0,0.0,2.0,1.2,3.0,2.0,2,1150.0,0,0,0,0,1,1
1.0,3.0,107.0,0.0,0.0,0.45,1.0,1.0,1,400.0,0,0,0,0,0,2
2.0,1.0,131.0,0.0,2.0,4.8,3.0,4.0,3+,3269.755,0,0,0,0,0,2
1.0,0.0,151.0,0.0,2.0,1.67,3.0,5.0,3,1161.0,0,1,0,0,0,2
3.0,0.0,134.0,1.0,1.0,2.95,2.0,2.0,2,1452.6,0,0,0,0,0,2
0.0,3.0,141.0,0.0,0.0,0.9,1.0,1.0,0,639.023,0,0,0,0,0,2
2.0,3.0,64.0,0.0,2.0,2.22,3.0,4.0,3+,1600.0,1,1,0,0,0,2
1.0,3.0,177.0,0.0,1.0,0.65,3.0,2.0,3,1096.0,0,0,0,0,0,2
2.0,3.0,166.0,0.0,3.0,2.2,3.0,3.0,3+,1673.6,0,1,0,0,0,1
3.0,3.0,65.0,0.0,2.0,2.2,4.0,6.0,3+,2300.0,0,1,0,0,0,0
1.0,4.0,157.0,0.0,0.0,0.55,2.0,2.0,2,741.0,0,0,0,0,0,2
1.0,0.0,88.0,0.0,2.0,0.56,1.0,1.0,2,650.0,0,0,0,0,0,2
3.0,1.0,173.0,0.0,1.0,1.32,3.0,3.0,3,780.0,0,0,0,0,0,2
2.0,3.0,164.0,0.0,3.0,4.0,4.0,5.0,3+,3360.0,0,1,0,0,0,0
3.0,3.0,190.0,0.0,2.0,0.58,2.0,2.0,2,600.0,0,0,0,0,0,2
1.0,1.0,111.0,0.0,1.0,0.71,2.0,2.0,3,1000.0,0,0,0,0,1,2
2.0,1.0,78.0,0.0,3.0,3.05,3.0,4.0,3,2240.0,0,1,0,0,0,2
3.0,3.0,167.0,0.0,3.0,0.78,2.0,2.0,2,790.0,1,0,0,1,0,0
3.0,4.0,190.0,0.0,2.0,0.79,3.0,2.0,3+,864.8000000000001,0,0,0,0,0,2
3.0,0.0,124.0,0.0,1.0,2.5,4.0,5.0,3,1950.0,0,0,0,0,1,0
3.0,3.0,190.0,0.0,1.0,0.3,2.0,2.0,2,640.0,0,0,0,0,0,2
1.0,3.0,71.0,0.0,2.0,0.93,2.0,3.0,3,1026.4,0,0,0,0,0,2
1.0,3.0,190.0,0.0,3.0,1.07,3.0,3.0,3+,1300.0,0,0,0,0,0,2
3.0,0.0,74.0,1.0,0.0,1.8,8.0,5.0,2,2228.0,0,0,0,0,0,2
4.0,3.0,144.0,0.0,3.0,5.0,3.0,3.0,3+,2700.0,0,1,0,1,0,0
2.0,3.0,165.0,0.0,2.0,1.0,2.0,2.0,2,1148.0,1,0,0,0,1,2
1.0,1.0,190.0,0.0,0.0,0.26,1.0,1.0,1,394.0,0,0,0,0,0,2
3.0,1.0,180.0,0.0,3.0,2.45,3.0,4.0,3,2224.0,0,1,0,0,0,0
3.0,3.0,96.0,1.0,1.0,8.49,12.0,12.0,3+,1797.0,0,1,0,1,0,0
3.0,1.0,148.0,0.0,1.0,0.9,2.0,2.0,2,1180.0,0,0,0,0,0,2
2.0,3.0,177.0,0.0,2.0,1.55,3.0,4.0,3,1596.0,0,1,0,0,0,0
1.0,0.0,175.0,0.0,2.0,0.65,2.0,2.0,3,1080.0,1,0,0,0,0,0
3.0,3.0,158.0,0.0,2.0,1.5,3.0,3.0,3,1177.0,0,0,0,0,0,0
1.0,1.0,146.0,0.0,2.0,0.56,2.0,2.0,1,800.0,0,0,0,0,0,2
1.0,3.0,175.0,0.0,3.0,1.76,4.0,4.0,3+,1670.0,0,0,0,0,0,0
2.0,3.0,169.0,0.0,1.0,1.17,2.0,2.0,3,1671.0,0,0,0,0,0,2
1.0,1.0,110.0,0.0,1.0,0.99,3.0,3.0,1,1452.0,0,1,0,0,0,2
2.0,3.0,64.0,0.0,0.0,2.61,3.0,3.0,3,2000.0,1,1,0,0,0,2
1.0,0.0,123.0,0.0,2.0,2.4,3.0,4.0,3+,1750.0,0,1,0,0,0,2
3.0,0.0,149.0,0.0,0.0,0.75,2.0,2.0,2,1100.029,0,0,0,0,0,2
1.0,0.0,88.0,0.0,2.0,1.51,3.0,4.0,3+,1536.0,0,1,0,0,0,2
2.0,1.0,92.0,0.0,1.0,1.75,2.0,2.0,2,1104.0,0,0,0,0,0,2
1.0,3.0,160.0,0.0,3.0,1.3,3.0,3.0,2,867.2474229999999,1,0,0,1,0,2
4.0,0.0,78.0,0.0,3.0,6.0,5.0,6.0,3+,6565.0,0,0,0,0,0,2
1.0,3.0,69.0,0.0,1.0,1.34,4.0,5.0,3+,1403.0,0,1,0,0,0,2
1.0,3.0,149.0,0.0,3.0,1.7,4.0,4.0,2,1608.0,0,0,0,0,0,2
1.0,0.0,66.0,0.0,2.0,2.3,3.0,4.0,3+,1960.0,0,1,0,0,0,2
2.0,3.0,156.0,0.0,3.0,1.54,2.0,2.0,3+,1100.0,0,0,0,0,1,2
3.0,3.0,75.0,1.0,0.0,0.34,1.0,1.0,0,494.96,0,0,0,0,0,2
0.0,3.0,151.0,0.0,3.0,5.0,6.0,7.0,3+,4800.0,1,1,0,0,0,2
3.0,3.0,171.0,0.0,2.0,1.3,3.0,3.0,3+,1791.0,0,0,0,0,0,2
2.0,3.0,66.0,0.0,1.0,0.4,2.0,2.0,1,455.2000000000001,0,0,0,0,0,2
2.0,0.0,144.0,0.0,2.0,6.15,3.0,3.0,3,2710.0,1,1,0,0,0,0
1.0,3.0,176.0,0.0,3.0,1.75,4.0,3.0,3+,1573.574541,1,1,1,1,0,2
3.0,0.0,68.0,1.0,0.0,1.3,3.0,3.0,1,1129.8,0,0,0,0,0,2
3.0,3.0,95.0,1.0,3.0,7.5,9.0,9.0,3+,1937.0,1,1,0,1,0,0
3.0,1.0,167.0,1.0,0.0,1.7,3.0,3.0,3+,2163.0,0,1,0,1,0,2
2.0,3.0,110.0,0.0,3.0,0.95,2.0,2.0,3+,1030.0,0,0,1,1,0,0
2.0,1.0,105.0,0.0,1.0,2.2,3.0,3.0,3,1680.0,0,1,0,0,0,0
2.0,3.0,154.0,0.0,1.0,3.5,4.0,5.0,3+,3062.653,0,1,0,0,1,2
1.0,3.0,175.0,0.0,2.0,0.65,2.0,2.0,3,950.0,1,0,0,0,0,2
3.0,2.0,124.0,0.0,2.0,3.3,5.0,5.0,3+,3124.0,0,1,0,0,0,2
2.0,3.0,175.0,0.0,3.0,1.17,3.0,3.0,3,1290.0,0,0,0,0,0,0
1.0,1.0,171.0,0.0,2.0,1.29,3.0,3.0,3,1629.0,1,0,0,0,1,2
3.0,4.0,110.0,0.0,1.0,1.0,3.0,3.0,3,1440.0,0,0,0,0,0,2
3.0,2.0,6.0,1.0,0.0,1.1,5.0,3.0,1,1625.0,1,0,0,1,0,2
3.0,3.0,96.0,1.0,0.0,5.8,4.0,3.0,2,1797.0,0,0,1,0,0,2
3.0,0.0,95.0,1.0,3.0,6.25,5.0,5.0,3,1797.0,0,1,0,1,0,0
1.0,3.0,151.0,0.0,1.0,1.55,3.0,3.0,3,1161.0,1,1,0,1,1,2
3.0,0.0,177.0,0.0,1.0,0.6,3.0,2.0,3,1200.0,0,0,0,0,0,0
1.0,3.0,131.0,0.0,3.0,6.5,4.0,5.0,3+,2500.0,1,1,0,1,0,0
3.0,0.0,88.0,0.0,0.0,0.2,1.0,1.0,1,500.0,0,0,0,0,1,2
3.0,0.0,193.0,0.0,3.0,3.5,3.0,3.0,2,1680.0,0,1,0,0,0,0
1.0,0.0,134.0,0.0,1.0,2.05,4.0,4.0,3+,2400.0,0,0,0,0,0,0
1.0,3.0,70.0,0.0,0.0,0.52,3.0,2.0,2,645.0,0,0,0,0,1,2
2.0,3.0,149.0,0.0,3.0,1.38,3.0,3.0,1,1230.4,0,0,0,0,0,2
3.0,1.0,145.0,1.0,1.0,12.0,5.0,6.0,3+,3154.0,0,1,0,1,0,2
3.0,1.0,79.0,1.0,0.0,0.42,3.0,3.0,0,510.0,0,0,0,1,0,2
3.0,3.0,101.0,0.0,2.0,0.55,2.0,2.0,1,700.0,1,0,0,0,0,0
2.0,1.0,148.0,0.0,2.0,1.7,4.0,4.0,3+,1599.2,0,0,0,0,0,2
3.0,1.0,190.0,0.0,1.0,0.4,2.0,2.0,1,623.0,0,0,0,0,0,2
0.0,3.0,66.0,0.0,2.0,1.35,4.0,5.0,3+,2692.0,1,1,1,1,0,2
1.0,3.0,147.0,0.0,1.0,0.53,2.0,2.0,1,591.0,0,0,0,0,1,0
3.0,0.0,72.0,0.0,0.0,1.38,3.0,3.0,1,2177.0,0,0,0,0,0,2
2.0,1.0,190.0,0.0,1.0,0.35,2.0,2.0,2,554.1255719999999,0,0,0,0,0,2
2.0,3.0,71.0,0.0,3.0,2.33,3.0,3.0,3,1611.0,0,0,1,0,0,0
1.0,1.0,190.0,0.0,1.0,0.95,2.0,2.0,3+,849.0,1,0,0,0,0,0
2.0,3.0,169.0,0.0,1.0,1.05,2.0,2.0,3,1312.0,0,0,0,0,0,2
3.0,2.0,135.0,1.0,2.0,3.5,4.0,4.0,3+,1625.0,0,0,1,0,0,0
2.0,1.0,179.0,0.0,2.0,0.55,3.0,2.0,2,645.0,1,0,0,0,0,0
1.0,0.0,175.0,0.0,3.0,1.65,4.0,4.0,3+,2181.6,0,0,0,0,0,2
1.0,0.0,182.0,0.0,1.0,0.95,3.0,3.0,2,1240.0,0,0,0,0,1,2
2.0,3.0,72.0,0.0,3.0,1.35,3.0,2.0,3+,1128.0,0,0,0,0,0,2
3.0,3.0,172.0,0.0,3.0,0.92,2.0,2.0,2,1250.0,0,0,0,1,0,2
3.0,2.0,125.0,0.0,2.0,2.0,4.0,3.0,3+,2203.2000000000003,0,0,0,0,0,2
0.0,3.0,149.0,0.0,3.0,1.66,3.0,3.0,2,1310.4,0,0,0,0,0,2
3.0,1.0,140.0,0.0,1.0,1.47,2.0,2.0,2,1150.0,1,0,0,0,0,2
3.0,3.0,144.0,0.0,3.0,2.9,4.0,4.0,3+,1580.0,1,1,0,0,0,0
2.0,3.0,149.0,0.0,2.0,1.4,3.0,3.0,1,1254.4,0,0,0,1,0,2
2.0,3.0,151.0,0.0,1.0,1.65,3.0,4.0,3,1560.0,0,1,1,0,0,2
